PK,SK,kanji_char,component_char,,,
COMPONENT#八,KANJI#父,父,八,,,
COMPONENT#乂,KANJI#父,父,乂,,,
COMPONENT#人,KANJI#火,火,人,,,
COMPONENT#フ,KANJI#水,水,フ,,,
COMPONENT#亅,KANJI#水,水,亅,,,
COMPONENT#气,KANJI#気,気,气,,,
COMPONENT#㐅,KANJI#気,気,㐅,,,
COMPONENT#毋,KANJI#毎,毎,毋,,,
COMPONENT#𠂉,KANJI#毎,毎,𠂉,,,
COMPONENT#丶,KANJI#母,母,丶,,,
COMPONENT#𠃌,KANJI#母,母,𠃌,,,
COMPONENT#木,KANJI#校,校,木,,,
COMPONENT#交,KANJI#校,校,交,,,
COMPONENT#亠,KANJI#校,校,亠,,,
COMPONENT#父,KANJI#校,校,父,,,
COMPONENT#日,KANJI#東,東,日,,,
COMPONENT#木,KANJI#東,東,木,,,
COMPONENT#申,KANJI#東,東,申,,,
COMPONENT#未,KANJI#来,来,未,,,
COMPONENT#木,KANJI#来,来,木,,,
COMPONENT#丷,KANJI#来,来,丷,,,
COMPONENT#木,KANJI#本,本,木,,,
COMPONENT#十,KANJI#本,本,十,,,
COMPONENT#十,KANJI#木,木,十,,,
COMPONENT#二,KANJI#月,月,二,,,
COMPONENT#肀,KANJI#書,書,肀,,,
COMPONENT#二,KANJI#書,書,二,,,
COMPONENT#日,KANJI#書,書,日,,,
COMPONENT#日,KANJI#時,時,日,,,
COMPONENT#寺,KANJI#時,時,寺,,,
COMPONENT#土,KANJI#時,時,土,,,
COMPONENT#寸,KANJI#時,時,寸,,,
COMPONENT#口,KANJI#日,日,口,,,
COMPONENT#一,KANJI#日,日,一,,,
COMPONENT#彳,KANJI#後,後,彳,,,
COMPONENT#幺,KANJI#後,後,幺,,,
COMPONENT#夂,KANJI#後,後,夂,,,
COMPONENT#午,KANJI#年,年,午,,,
COMPONENT#┌,KANJI#年,年,┌,,,
COMPONENT#𠂉,KANJI#年,年,𠂉,,,
COMPONENT#ナ,KANJI#左,左,ナ,,,
COMPONENT#工,KANJI#左,左,工,,,
COMPONENT#ノ,KANJI#川,川,ノ,,,
COMPONENT#丨,KANJI#川,川,丨,,,
COMPONENT#凵,KANJI#山,山,凵,,,
COMPONENT#丨,KANJI#山,山,丨,,,
COMPONENT#八,KANJI#小,小,八,,,
COMPONENT#亅,KANJI#小,小,亅,,,
COMPONENT#子,KANJI#学,学,子,,,
COMPONENT#⺍,KANJI#学,学,⺍,,,
COMPONENT#冖,KANJI#学,学,冖,,,
COMPONENT#了,KANJI#子,子,了,,,
COMPONENT#一,KANJI#子,子,一,,,
COMPONENT#く,KANJI#女,女,く,,,
COMPONENT#ノ,KANJI#女,女,ノ,,,
COMPONENT#一,KANJI#女,女,一,,,
COMPONENT#大,KANJI#天,天,大,,,
COMPONENT#人,KANJI#天,天,人,,,
COMPONENT#一,KANJI#天,天,一,,,
COMPONENT#人,KANJI#大,大,人,,,
COMPONENT#一,KANJI#大,大,一,,,
COMPONENT#夕,KANJI#外,外,夕,,,
COMPONENT#卜,KANJI#外,外,卜,,,
COMPONENT#十,KANJI#土,土,十,,,
COMPONENT#口,KANJI#国,国,口,,,
COMPONENT#玉,KANJI#国,国,玉,,,
COMPONENT#王,KANJI#国,国,王,,,
COMPONENT#口,KANJI#四,四,口,,,
COMPONENT#儿,KANJI#四,四,儿,,,
COMPONENT#夕,KANJI#名,名,夕,,,
COMPONENT#口,KANJI#名,名,口,,,
COMPONENT#ナ,KANJI#右,右,ナ,,,
COMPONENT#口,KANJI#右,右,口,,,
COMPONENT#又,KANJI#友,友,又,,,
COMPONENT#ナ,KANJI#友,友,ナ,,,
COMPONENT#干,KANJI#南,南,干,,,
COMPONENT#冂,KANJI#南,南,冂,,,
COMPONENT#十,KANJI#南,南,十,,,
COMPONENT#丷,KANJI#南,南,丷,,,
COMPONENT#十,KANJI#半,半,十,,,
COMPONENT#二,KANJI#半,半,二,,,
COMPONENT#丷,KANJI#半,半,丷,,,
COMPONENT#𠂉,KANJI#午,午,𠂉,,,
COMPONENT#十,KANJI#午,午,十,,,
COMPONENT#干,KANJI#午,午,干,,,
COMPONENT#十,KANJI#千,千,十,,,
COMPONENT#一,KANJI#十,十,一,,,
COMPONENT#丨,KANJI#十,十,丨,,,
COMPONENT#匕,KANJI#北,北,匕,,,
COMPONENT#丨,KANJI#北,北,丨,,,
COMPONENT#⺉,KANJI#前,前,⺉,,,
COMPONENT#月,KANJI#前,前,月,,,
COMPONENT#一,KANJI#前,前,一,,,
COMPONENT#丷,KANJI#前,前,丷,,,
COMPONENT#八,KANJI#分,分,八,,,
COMPONENT#刀,KANJI#分,分,刀,,,
COMPONENT#山,KANJI#出,出,山,,,
COMPONENT#凵,KANJI#出,出,凵,,,
COMPONENT#冂,KANJI#円,円,冂,,,
COMPONENT#┴,KANJI#円,円,┴,,,
COMPONENT#八,KANJI#六,六,八,,,
COMPONENT#亠,KANJI#六,六,亠,,,
COMPONENT#ノ,KANJI#八,八,ノ,,,
COMPONENT#ノ,KANJI#入,入,ノ,,,
COMPONENT#𠂉,KANJI#先,先,𠂉,,,
COMPONENT#二,KANJI#先,先,二,,,
COMPONENT#土,KANJI#先,先,土,,,
COMPONENT#儿,KANJI#先,先,儿,,,
COMPONENT#亻,KANJI#何,何,亻,,,
COMPONENT#可,KANJI#何,何,可,,,
COMPONENT#口,KANJI#何,何,口,,,
COMPONENT#丁,KANJI#何,何,丁,,,
COMPONENT#亻,KANJI#休,休,亻,,,
COMPONENT#木,KANJI#休,休,木,,,
COMPONENT#𠆢,KANJI#今,今,𠆢,,,
COMPONENT#ラ,KANJI#今,今,ラ,,,
COMPONENT#フ,KANJI#今,今,フ,,,
COMPONENT#ノ,KANJI#人,人,ノ,,,
COMPONENT#ニ,KANJI#五,五,ニ,,,
COMPONENT#┌,KANJI#五,五,┌,,,
COMPONENT#ニ,KANJI#二,二,ニ,,,
COMPONENT#乙,KANJI#九,九,乙,,,
COMPONENT#ノ,KANJI#九,九,ノ,,,
COMPONENT#口,KANJI#中,中,口,,,
COMPONENT#丨,KANJI#中,中,丨,,,
COMPONENT#一,KANJI#下,下,一,,,
COMPONENT#卜,KANJI#下,下,卜,,,
COMPONENT#一,KANJI#上,上,一,,,
COMPONENT#┣,KANJI#上,上,┣,,,
COMPONENT#一,KANJI#三,三,一,,,
COMPONENT#二,KANJI#三,三,二,,,
COMPONENT#一,KANJI#万,万,一,,,
COMPONENT#𠃌,KANJI#万,万,𠃌,,,
COMPONENT#ノ,KANJI#万,万,ノ,,,
COMPONENT#一,KANJI#七,七,一,,,
COMPONENT#一,KANJI#一,一,一,,,
COMPONENT#里,KANJI#黒,黒,里,,,
COMPONENT#灬,KANJI#黒,黒,灬,,,
COMPONENT#灬,KANJI#鳥,鳥,灬,,,
COMPONENT#ク,KANJI#魚,魚,ク,,,
COMPONENT#田,KANJI#魚,魚,田,,,
COMPONENT#灬,KANJI#魚,魚,灬,,,
COMPONENT#馬,KANJI#験,験,馬,,,
COMPONENT#㑒,KANJI#験,験,㑒,,,
COMPONENT#灬,KANJI#験,験,灬,,,
COMPONENT#馬,KANJI#駅,駅,馬,,,
COMPONENT#尺,KANJI#駅,駅,尺,,,
COMPONENT#灬,KANJI#駅,駅,灬,,,
COMPONENT#食,KANJI#館,館,食,,,
COMPONENT#飠,KANJI#飲,飲,飠,,,
COMPONENT#欠,KANJI#飲,飲,欠,,,
COMPONENT#飠,KANJI#飯,飯,飠,,,
COMPONENT#反,KANJI#飯,飯,反,,,
COMPONENT#几,KANJI#風,風,几,,,
COMPONENT#虫,KANJI#風,風,虫,,,
COMPONENT#是,KANJI#題,題,是,,,
COMPONENT#頁,KANJI#題,題,頁,,,
COMPONENT#日,KANJI#題,題,日,,,
COMPONENT#龰,KANJI#題,題,龰,,,
COMPONENT#貝,KANJI#題,題,貝,,,
COMPONENT#立,KANJI#音,音,立,,,
COMPONENT#日,KANJI#音,音,日,,,
COMPONENT#龶,KANJI#青,青,龶,,,
COMPONENT#月,KANJI#青,青,月,,,
COMPONENT#隹,KANJI#集,集,隹,,,
COMPONENT#木,KANJI#集,集,木,,,
COMPONENT#阝,KANJI#院,院,阝,,,
COMPONENT#完,KANJI#院,院,完,,,
COMPONENT#門,KANJI#開,開,門,,,
COMPONENT#开,KANJI#開,開,开,,,
COMPONENT#金,KANJI#銀,銀,金,,,
COMPONENT#艮,KANJI#銀,銀,艮,,,
COMPONENT#里,KANJI#野,野,里,,,
COMPONENT#矛,KANJI#野,野,矛,,,
COMPONENT#里,KANJI#重,重,里,,,
COMPONENT#千,KANJI#重,重,千,,,
COMPONENT#辶,KANJI#道,道,辶,,,
COMPONENT#首,KANJI#道,道,首,,,
COMPONENT#辶,KANJI#運,運,辶,,,
COMPONENT#軍,KANJI#運,運,軍,,,
COMPONENT#車,KANJI#運,運,車,,,
COMPONENT#辶,KANJI#週,週,辶,,,
COMPONENT#周,KANJI#週,週,周,,,
COMPONENT#𠮷,KANJI#週,週,𠮷,,,
COMPONENT#⺆,KANJI#週,週,⺆,,,
COMPONENT#辶,KANJI#通,通,辶,,,
COMPONENT#甬,KANJI#通,通,甬,,,
COMPONENT#用,KANJI#通,通,用,,,
COMPONENT#辶,KANJI#送,送,辶,,,
COMPONENT#关,KANJI#送,送,关,,,
COMPONENT#天,KANJI#送,送,天,,,
COMPONENT#辶,KANJI#近,近,辶,,,
COMPONENT#斤,KANJI#近,近,斤,,,
COMPONENT#車,KANJI#転,転,車,,,
COMPONENT#云,KANJI#転,転,云,,,
COMPONENT#口,KANJI#足,足,口,,,
COMPONENT#龰,KANJI#足,足,龰,,,
COMPONENT#走,KANJI#起,起,走,,,
COMPONENT#己,KANJI#起,起,己,,,
COMPONENT#土,KANJI#起,起,土,,,
COMPONENT#龰,KANJI#起,起,龰,,,
COMPONENT#土,KANJI#走,走,土,,,
COMPONENT#龰,KANJI#走,走,龰,,,
COMPONENT#土,KANJI#赤,赤,土,,,
COMPONENT#亦,KANJI#赤,赤,亦,,,
COMPONENT#斤,KANJI#質,質,斤,,,
COMPONENT#貝,KANJI#質,質,貝,,,
COMPONENT#代,KANJI#貸,貸,代,,,
COMPONENT#貝,KANJI#貸,貸,貝,,,
COMPONENT#目,KANJI#貸,貸,目,,,
COMPONENT#罒,KANJI#買,買,罒,,,
COMPONENT#貝,KANJI#買,買,貝,,,
COMPONENT#言,KANJI#試,試,言,,,
COMPONENT#式,KANJI#試,試,式,,,
COMPONENT#エ,KANJI#試,試,エ,,,
COMPONENT#弋,KANJI#試,試,弋,,,
COMPONENT#言,KANJI#計,計,言,,,
COMPONENT#十,KANJI#計,計,十,,,
COMPONENT#亲,KANJI#親,親,亲,,,
COMPONENT#見,KANJI#親,親,見,,,
COMPONENT#立,KANJI#親,親,立,,,
COMPONENT#木,KANJI#親,親,木,,,
COMPONENT#艹,KANJI#茶,茶,艹,,,
COMPONENT#𠆢,KANJI#茶,茶,𠆢,,,
COMPONENT#ホ,KANJI#茶,茶,ホ,,,
COMPONENT#艹,KANJI#英,英,艹,,,
COMPONENT#央,KANJI#英,英,央,,,
COMPONENT#艹,KANJI#花,花,艹,,,
COMPONENT#化,KANJI#花,花,化,,,
COMPONENT#イ,KANJI#花,花,イ,,,
COMPONENT#ヒ,KANJI#花,花,ヒ,,,
COMPONENT#ク,KANJI#色,色,ク,,,
COMPONENT#巴,KANJI#色,色,巴,,,
COMPONENT#目,KANJI#自,自,目,,,
COMPONENT#冂,KANJI#肉,肉,冂,,,
COMPONENT#人,KANJI#肉,肉,人,,,
COMPONENT#耂,KANJI#者,者,耂,,,
COMPONENT#土,KANJI#者,者,土,,,
COMPONENT#日,KANJI#者,者,日,,,
COMPONENT#耂,KANJI#考,考,耂,,,
COMPONENT#丂,KANJI#考,考,丂,,,
COMPONENT#羽,KANJI#習,習,羽,,,
COMPONENT#白,KANJI#習,習,白,,,
COMPONENT#糸,KANJI#終,終,糸,,,
COMPONENT#冬,KANJI#終,終,冬,,,
COMPONENT#夂,KANJI#終,終,夂,,,
COMPONENT#⺀,KANJI#終,終,⺀,,,
COMPONENT#糸,KANJI#紙,紙,糸,,,
COMPONENT#氏,KANJI#紙,紙,氏,,,
COMPONENT#幺,KANJI#紙,紙,幺,,,
COMPONENT#小,KANJI#紙,紙,小,,,
COMPONENT#竹,KANJI#答,答,竹,,,
COMPONENT#𠆢,KANJI#答,答,𠆢,,,
COMPONENT#合,KANJI#答,答,合,,,
COMPONENT#亠,KANJI#立,立,亠,,,
COMPONENT#宀,KANJI#空,空,宀,,,
COMPONENT#儿,KANJI#空,空,儿,,,
COMPONENT#工,KANJI#空,空,工,,,
COMPONENT#宀,KANJI#究,究,宀,,,
COMPONENT#儿,KANJI#究,究,儿,,,
COMPONENT#九,KANJI#究,究,九,,,
COMPONENT#禾,KANJI#秋,秋,禾,,,
COMPONENT#火,KANJI#秋,秋,火,,,
COMPONENT#禾,KANJI#私,私,禾,,,
COMPONENT#厶,KANJI#私,私,厶,,,
COMPONENT#礻,KANJI#社,社,礻,,,
COMPONENT#土,KANJI#社,社,土,,,
COMPONENT#石,KANJI#研,研,石,,,
COMPONENT#开,KANJI#研,研,开,,,
COMPONENT#矢,KANJI#知,知,矢,,,
COMPONENT#口,KANJI#知,知,口,,,
COMPONENT#䒑,KANJI#着,着,䒑,,,
COMPONENT#丆,KANJI#着,着,丆,,,
COMPONENT#目,KANJI#着,着,目,,,
COMPONENT#十,KANJI#真,真,十,,,
COMPONENT#具,KANJI#真,真,具,,,
COMPONENT#目,KANJI#真,真,目,,,
COMPONENT#日,KANJI#目,目,日,,,
COMPONENT#一,KANJI#目,目,一,,,
COMPONENT#白,KANJI#的,的,白,,,
COMPONENT#勺,KANJI#的,的,勺,,,
COMPONENT#癶,KANJI#発,発,癶,,,
COMPONENT#二,KANJI#発,発,二,,,
COMPONENT#儿,KANJI#発,発,儿,,,
COMPONENT#疒,KANJI#病,病,疒,,,
COMPONENT#丙,KANJI#病,病,丙,,,
COMPONENT#冂,KANJI#病,病,冂,,,
COMPONENT#人,KANJI#病,病,人,,,
COMPONENT#界,KANJI#界,界,界,,,
COMPONENT#介,KANJI#界,界,介,,,
COMPONENT#一,KANJI#画,画,一,,,
COMPONENT#由,KANJI#画,画,由,,,
COMPONENT#凵,KANJI#画,画,凵,,,
COMPONENT#田,KANJI#町,町,田,,,
COMPONENT#丁,KANJI#町,町,丁,,,
COMPONENT#口,KANJI#田,田,口,,,
COMPONENT#十,KANJI#田,田,十,,,
COMPONENT#⺆,KANJI#用,用,⺆,,,
COMPONENT#二,KANJI#用,用,二,,,
COMPONENT#丨,KANJI#用,用,丨,,,
COMPONENT#王,KANJI#理,理,王,,,
COMPONENT#里,KANJI#理,理,里,,,
COMPONENT#大,KANJI#犬,犬,大,,,
COMPONENT#丶,KANJI#犬,犬,丶,,,
COMPONENT#牛,KANJI#特,特,牛,,,
COMPONENT#寺,KANJI#特,特,寺,,,
COMPONENT#土,KANJI#特,特,土,,,
COMPONENT#寸,KANJI#特,特,寸,,,
COMPONENT#牛,KANJI#物,物,牛,,,
COMPONENT#勿,KANJI#物,物,勿,,,
COMPONENT#𠂉,KANJI#牛,牛,𠂉,,,
COMPONENT#十,KANJI#牛,牛,十,,,
COMPONENT#氵,KANJI#漢,漢,氵,,,
COMPONENT#𦰩,KANJI#漢,漢,𦰩,,,
COMPONENT#艹,KANJI#漢,漢,艹,,,
COMPONENT#口,KANJI#漢,漢,口,,,
COMPONENT#夫,KANJI#漢,漢,夫,,,
COMPONENT#氵,KANJI#海,海,氵,,,
COMPONENT#毎,KANJI#海,海,毎,,,
COMPONENT#𠂉,KANJI#海,海,𠂉,,,
COMPONENT#毋,KANJI#海,海,毋,,,
COMPONENT#氵,KANJI#洋,洋,氵,,,
COMPONENT#羊,KANJI#洋,洋,羊,,,
COMPONENT#氵,KANJI#注,注,氵,,,
COMPONENT#主,KANJI#注,注,主,,,
COMPONENT#王,KANJI#注,注,王,,,
COMPONENT#一,KANJI#死,死,一,,,
COMPONENT#夕,KANJI#死,死,夕,,,
COMPONENT#ヒ,KANJI#死,死,ヒ,,,
COMPONENT#止,KANJI#歩,歩,止,,,
COMPONENT#少,KANJI#歩,歩,少,,,
COMPONENT#小,KANJI#歩,歩,小,,,
COMPONENT#一,KANJI#正,正,一,,,
COMPONENT#止,KANJI#正,正,止,,,
COMPONENT#上,KANJI#止,止,上,,,
COMPONENT#丨,KANJI#止,止,丨,,,
COMPONENT#可,KANJI#歌,歌,可,,,
COMPONENT#欠,KANJI#歌,歌,欠,,,
COMPONENT#人,KANJI#歌,歌,人,,,
COMPONENT#白,KANJI#楽,楽,白,,,
COMPONENT#木,KANJI#楽,楽,木,,,
COMPONENT#业,KANJI#業,業,业,,,
COMPONENT#䒑,KANJI#業,業,䒑,,,
COMPONENT#未,KANJI#業,業,未,,,
COMPONENT#龺,KANJI#朝,朝,龺,,,
COMPONENT#月,KANJI#朝,朝,月,,,
COMPONENT#十,KANJI#朝,朝,十,,,
COMPONENT#日,KANJI#朝,朝,日,,,
COMPONENT#月,KANJI#服,服,月,,,
COMPONENT#𠬝,KANJI#服,服,𠬝,,,
COMPONENT#卩,KANJI#服,服,卩,,,
COMPONENT#又,KANJI#服,服,又,,,
COMPONENT#ナ,KANJI#有,有,ナ,,,
COMPONENT#月,KANJI#有,有,月,,,
COMPONENT#日,KANJI#曜,曜,日,,,
COMPONENT#羽,KANJI#曜,曜,羽,,,
COMPONENT#隹,KANJI#曜,曜,隹,,,
COMPONENT#尺,KANJI#昼,昼,尺,,,
COMPONENT#旦,KANJI#昼,昼,旦,,,
COMPONENT#日,KANJI#昼,昼,日,,,
COMPONENT#一,KANJI#昼,昼,一,,,
COMPONENT#𡗗,KANJI#春,春,𡗗,,,
COMPONENT#日,KANJI#春,春,日,,,
COMPONENT#三,KANJI#春,春,三,,,
COMPONENT#人,KANJI#春,春,人,,,
COMPONENT#日,KANJI#映,映,日,,,
COMPONENT#央,KANJI#映,映,央,,,
COMPONENT#日,KANJI#明,明,日,,,
COMPONENT#月,KANJI#明,明,月,,,
COMPONENT#日,KANJI#早,早,日,,,
COMPONENT#十,KANJI#早,早,十,,,
COMPONENT#方,KANJI#族,族,方,,,
COMPONENT#𠂉,KANJI#族,族,𠂉,,,
COMPONENT#矢,KANJI#族,族,矢,,,
COMPONENT#方,KANJI#旅,旅,方,,,
COMPONENT#亠,KANJI#方,方,亠,,,
COMPONENT#万,KANJI#方,方,万,,,
COMPONENT#亲,KANJI#新,新,亲,,,
COMPONENT#斤,KANJI#新,新,斤,,,
COMPONENT#立,KANJI#新,新,立,,,
COMPONENT#木,KANJI#新,新,木,,,
COMPONENT#米,KANJI#料,料,米,,,
COMPONENT#斗,KANJI#料,料,斗,,,
COMPONENT#亠,KANJI#文,文,亠,,,
COMPONENT#メ,KANJI#文,文,メ,,,
COMPONENT#耂,KANJI#教,教,耂,,,
COMPONENT#攵,KANJI#教,教,攵,,,
COMPONENT#𠂉,KANJI#教,教,𠂉,,,
COMPONENT#メ,KANJI#教,教,メ,,,
COMPONENT#扌,KANJI#持,持,扌,,,
COMPONENT#寺,KANJI#持,持,寺,,,
COMPONENT#土,KANJI#持,持,土,,,
COMPONENT#寸,KANJI#持,持,寸,,,
COMPONENT#立,KANJI#意,意,立,,,
COMPONENT#日,KANJI#意,意,日,,,
COMPONENT#心,KANJI#意,意,心,,,
COMPONENT#亜,KANJI#悪,悪,亜,,,
COMPONENT#心,KANJI#悪,悪,心,,,
COMPONENT#鳥,KANJI#鳴,鳴,鳥,,,
COMPONENT#口,KANJI#鳴,鳴,口,,,
COMPONENT#灬,KANJI#鳴,鳴,灬,,,
COMPONENT#長,KANJI#髪,髪,長,,,
COMPONENT#彡,KANJI#髪,髪,彡,,,
COMPONENT#友,KANJI#髪,髪,友,,,
COMPONENT#云,KANJI#髪,髪,云,,,
COMPONENT#灬,KANJI#馬,馬,灬,,,
COMPONENT#自,KANJI#首,首,自,,,
COMPONENT#䒑,KANJI#首,首,䒑,,,
COMPONENT#飞,KANJI#飛,飛,飞,,,
COMPONENT#升,KANJI#飛,飛,升,,,
COMPONENT#米,KANJI#類,類,米,,,
COMPONENT#頁,KANJI#類,類,頁,,,
COMPONENT#貝,KANJI#類,類,貝,,,
COMPONENT#类,KANJI#類,類,类,,,
COMPONENT#大,KANJI#類,類,大,,,
COMPONENT#原,KANJI#願,願,原,,,
COMPONENT#頁,KANJI#願,願,頁,,,
COMPONENT#貝,KANJI#願,願,貝,,,
COMPONENT#白,KANJI#願,願,白,,,
COMPONENT#厂,KANJI#願,願,厂,,,
COMPONENT#彦,KANJI#顔,顔,彦,,,
COMPONENT#頁,KANJI#顔,顔,頁,,,
COMPONENT#貝,KANJI#顔,顔,貝,,,
COMPONENT#彡,KANJI#顔,顔,彡,,,
COMPONENT#立,KANJI#顔,顔,立,,,
COMPONENT#束,KANJI#頼,頼,束,,,
COMPONENT#頁,KANJI#頼,頼,頁,,,
COMPONENT#貝,KANJI#頼,頼,貝,,,
COMPONENT#豆,KANJI#頭,頭,豆,,,
COMPONENT#頁,KANJI#頭,頭,頁,,,
COMPONENT#貝,KANJI#頭,頭,貝,,,
COMPONENT#丁,KANJI#頂,頂,丁,,,
COMPONENT#頁,KANJI#頂,頂,頁,,,
COMPONENT#貝,KANJI#頂,頂,貝,,,
COMPONENT#革,KANJI#靴,靴,革,,,
COMPONENT#化,KANJI#靴,靴,化,,,
COMPONENT#イ,KANJI#靴,靴,イ,,,
COMPONENT#ヒ,KANJI#靴,靴,ヒ,,,
COMPONENT#罒,KANJI#面,面,罒,,,
COMPONENT#而,KANJI#面,面,而,,,
COMPONENT#丿丨,KANJI#非,非,丿丨,,,
COMPONENT#青,KANJI#静,静,青,,,
COMPONENT#争,KANJI#静,静,争,,,
COMPONENT#龶,KANJI#静,静,龶,,,
COMPONENT#月,KANJI#静,静,月,,,
COMPONENT#雨,KANJI#雪,雪,雨,,,
COMPONENT#ヨ,KANJI#雪,雪,ヨ,,,
COMPONENT#夫,KANJI#難,難,夫,,,
COMPONENT#隹,KANJI#難,難,隹,,,
COMPONENT#杂,KANJI#雑,雑,杂,,,
COMPONENT#隹,KANJI#雑,雑,隹,,,
COMPONENT#九,KANJI#雑,雑,九,,,
COMPONENT#木,KANJI#雑,雑,木,,,
COMPONENT#阝,KANJI#際,際,阝,,,
COMPONENT#祭,KANJI#際,際,祭,,,
COMPONENT#タ,KANJI#際,際,タ,,,
COMPONENT#ヌ,KANJI#際,際,ヌ,,,
COMPONENT#阝,KANJI#陽,陽,阝,,,
COMPONENT#旦,KANJI#陽,陽,旦,,,
COMPONENT#勿,KANJI#陽,陽,勿,,,
COMPONENT#勹,KANJI#陽,陽,勹,,,
COMPONENT#阝,KANJI#険,険,阝,,,
COMPONENT#㑒,KANJI#険,険,㑒,,,
COMPONENT#阝,KANJI#除,除,阝,,,
COMPONENT#余,KANJI#除,除,余,,,
COMPONENT#阝,KANJI#限,限,阝,,,
COMPONENT#艮,KANJI#限,限,艮,,,
COMPONENT#阝,KANJI#降,降,阝,,,
COMPONENT#夅,KANJI#降,降,夅,,,
COMPONENT#夂,KANJI#降,降,夂,,,
COMPONENT#㐄,KANJI#降,降,㐄,,,
COMPONENT#阝,KANJI#阪,阪,阝,,,
COMPONENT#反,KANJI#阪,阪,反,,,
COMPONENT#又,KANJI#阪,阪,又,,,
COMPONENT#門,KANJI#関,関,門,,,
COMPONENT#关,KANJI#関,関,关,,,
COMPONENT#天,KANJI#関,関,天,,,
COMPONENT#門,KANJI#閉,閉,門,,,
COMPONENT#才,KANJI#閉,閉,才,,,
COMPONENT#氵,KANJI#酒,酒,氵,,,
COMPONENT#酉,KANJI#酒,酒,酉,,,
COMPONENT#酉,KANJI#配,配,酉,,,
COMPONENT#己,KANJI#配,配,己,,,
COMPONENT#西,KANJI#配,配,西,,,
COMPONENT#者,KANJI#都,都,者,,,
COMPONENT#阝,KANJI#都,都,阝,,,
COMPONENT#耂,KANJI#都,都,耂,,,
COMPONENT#日,KANJI#都,都,日,,,
COMPONENT#阝,KANJI#部,部,阝,,,
COMPONENT#立,KANJI#部,部,立,,,
COMPONENT#咅,KANJI#部,部,咅,,,
COMPONENT#口,KANJI#部,部,口,,,
COMPONENT#辶,KANJI#選,選,辶,,,
COMPONENT#巽,KANJI#選,選,巽,,,
COMPONENT#己,KANJI#選,選,己,,,
COMPONENT#共,KANJI#選,選,共,,,
COMPONENT#龷,KANJI#選,選,龷,,,
COMPONENT#辶,KANJI#適,適,辶,,,
COMPONENT#啇,KANJI#適,適,啇,,,
COMPONENT#古,KANJI#適,適,古,,,
COMPONENT#冂,KANJI#適,適,冂,,,
COMPONENT#立,KANJI#適,適,立,,,
COMPONENT#辶,KANJI#遠,遠,辶,,,
COMPONENT#土,KANJI#遠,遠,土,,,
COMPONENT#袁,KANJI#遠,遠,袁,,,
COMPONENT#𠮷,KANJI#遠,遠,𠮷,,,
COMPONENT#辶,KANJI#違,違,辶,,,
COMPONENT#韋,KANJI#違,違,韋,,,
COMPONENT#㐄,KANJI#違,違,㐄,,,
COMPONENT#辶,KANJI#達,達,辶,,,
