PK,SK,kanji_char,component_char,,,
COMPONENT#127,KANJI#256,高,亠,,,
COMPONENT#285,KANJI#256,高,口,,,
COMPONENT#188,KANJI#256,高,冂,,,
COMPONENT#909,KANJI#1562,食,𠆢,,,
COMPONENT#776,KANJI#1562,食,良,,,
COMPONENT#775,KANJI#1562,食,艮,,,
COMPONENT#865,KANJI#2137,電,雨,,,
COMPONENT#538,KANJI#2137,電,日,,,
COMPONENT#108,KANJI#2137,電,乚,,,
COMPONENT#188,KANJI#2137,電,冂,,,
COMPONENT#92,KANJI#92,雨,丶,,,
COMPONENT#188,KANJI#92,雨,冂,,,
COMPONENT#3,KANJI#92,雨,┬,,,
COMPONENT#853,KANJI#999,間,門,,,
COMPONENT#538,KANJI#999,間,日,,,
COMPONENT#909,KANJI#1427,金,𠆢,,,
COMPONENT#327,KANJI#1427,金,土,,,
COMPONENT#93,KANJI#1427,金,丷,,,
COMPONENT#663,KANJI#1194,車,申,,,
COMPONENT#538,KANJI#1194,車,日,,,
COMPONENT#117,KANJI#1194,車,二,,,
COMPONENT#86,KANJI#1194,車,丨,,,
COMPONENT#810,KANJI#1040,読,言,,,
COMPONENT#341,KANJI#1040,読,売,,,
COMPONENT#337,KANJI#1040,読,士,,,
COMPONENT#164,KANJI#1040,読,儿,,,
COMPONENT#810,KANJI#334,語,言,,,
COMPONENT#305,KANJI#334,語,吾,,,
COMPONENT#121,KANJI#334,語,五,,,
COMPONENT#285,KANJI#334,語,口,,,
COMPONENT#810,KANJI#572,話,言,,,
COMPONENT#769,KANJI#572,話,舌,,,
COMPONENT#245,KANJI#572,話,千,,,
COMPONENT#285,KANJI#572,話,口,,,
COMPONENT#686,KANJI#1411,見,目,,,
COMPONENT#164,KANJI#1411,見,儿,,,
COMPONENT#285,KANJI#882,西,口,,,
COMPONENT#164,KANJI#882,西,儿,,,
COMPONENT#65,KANJI#882,西,一,,,
COMPONENT#487,KANJI#428,行,彳,,,
COMPONENT#118,KANJI#428,行,亍,,,
COMPONENT#67,KANJI#428,行,丁,,,
COMPONENT#853,KANJI#403,聞,門,,,
COMPONENT#750,KANJI#403,聞,耳,,,
COMPONENT#681,KANJI#363,百,白,,,
COMPONENT#65,KANJI#363,百,一,,,
COMPONENT#538,KANJI#1896,白,日,,,
COMPONENT#660,KANJI#986,男,田,,,
COMPONENT#221,KANJI#986,男,力,,,
COMPONENT#907,KANJI#424,生,𠂉,,,
COMPONENT#327,KANJI#424,生,土,,,
COMPONENT#643,KANJI#424,生,牛,,,
COMPONENT#177,KANJI#1267,父,八,,,
COMPONENT#98,KANJI#1267,父,乂,,,
COMPONENT#143,KANJI#19,火,人,,,
COMPONENT#32,KANJI#1207,水,フ,,,
COMPONENT#113,KANJI#1207,水,亅,,,
COMPONENT#614,KANJI#1406,気,气,,,
COMPONENT#43,KANJI#1406,気,㐅,,,
COMPONENT#606,KANJI#1829,毎,毋,,,
COMPONENT#907,KANJI#1829,毎,𠂉,,,
COMPONENT#92,KANJI#2164,母,丶,,,
COMPONENT#908,KANJI#2164,母,𠃌,,,
COMPONENT#572,KANJI#1880,校,木,,,
COMPONENT#132,KANJI#1880,校,交,,,
COMPONENT#127,KANJI#1880,校,亠,,,
COMPONENT#640,KANJI#1880,校,父,,,
COMPONENT#538,KANJI#929,東,日,,,
COMPONENT#572,KANJI#929,東,木,,,
COMPONENT#663,KANJI#929,東,申,,,
COMPONENT#573,KANJI#958,来,未,,,
COMPONENT#572,KANJI#958,来,木,,,
COMPONENT#93,KANJI#958,来,丷,,,
COMPONENT#572,KANJI#54,本,木,,,
COMPONENT#242,KANJI#54,本,十,,,
COMPONENT#242,KANJI#326,木,十,,,
COMPONENT#117,KANJI#1855,月,二,,,
COMPONENT#753,KANJI#1253,書,肀,,,
COMPONENT#117,KANJI#1253,書,二,,,
COMPONENT#538,KANJI#1253,書,日,,,
COMPONENT#538,KANJI#1744,時,日,,,
COMPONENT#397,KANJI#1744,時,寺,,,
COMPONENT#327,KANJI#1744,時,土,,,
COMPONENT#396,KANJI#1744,時,寸,,,
COMPONENT#285,KANJI#589,日,口,,,
COMPONENT#65,KANJI#589,日,一,,,
COMPONENT#487,KANJI#2003,後,彳,,,
COMPONENT#459,KANJI#2003,後,幺,,,
COMPONENT#343,KANJI#2003,後,夂,,,
COMPONENT#249,KANJI#1782,年,午,,,
COMPONENT#1,KANJI#1782,年,┌,,,
COMPONENT#907,KANJI#1782,年,𠂉,,,
COMPONENT#27,KANJI#635,左,ナ,,,
COMPONENT#434,KANJI#635,左,工,,,
COMPONENT#30,KANJI#544,川,ノ,,,
COMPONENT#86,KANJI#544,川,丨,,,
COMPONENT#208,KANJI#1618,山,凵,,,
COMPONENT#86,KANJI#1618,山,丨,,,
COMPONENT#177,KANJI#1629,小,八,,,
COMPONENT#113,KANJI#1629,小,亅,,,
COMPONENT#373,KANJI#416,学,子,,,
COMPONENT#11,KANJI#416,学,⺍,,,
COMPONENT#199,KANJI#416,学,冖,,,
COMPONENT#114,KANJI#209,子,了,,,
COMPONENT#65,KANJI#209,子,一,,,
COMPONENT#17,KANJI#349,女,く,,,
COMPONENT#30,KANJI#349,女,ノ,,,
COMPONENT#65,KANJI#349,女,一,,,
COMPONENT#352,KANJI#2179,天,大,,,
COMPONENT#143,KANJI#2179,天,人,,,
COMPONENT#65,KANJI#2179,天,一,,,
COMPONENT#143,KANJI#308,大,人,,,
COMPONENT#65,KANJI#308,大,一,,,
COMPONENT#349,KANJI#695,外,夕,,,
COMPONENT#257,KANJI#695,外,卜,,,
COMPONENT#242,KANJI#34,土,十,,,
COMPONENT#285,KANJI#1226,国,口,,,
COMPONENT#649,KANJI#1226,国,玉,,,
COMPONENT#650,KANJI#1226,国,王,,,
COMPONENT#285,KANJI#1114,四,口,,,
COMPONENT#164,KANJI#1114,四,儿,,,
COMPONENT#349,KANJI#239,名,夕,,,
COMPONENT#285,KANJI#239,名,口,,,
COMPONENT#27,KANJI#1945,右,ナ,,,
COMPONENT#285,KANJI#1945,右,口,,,
COMPONENT#275,KANJI#663,友,又,,,
COMPONENT#27,KANJI#663,友,ナ,,,
COMPONENT#454,KANJI#1980,南,干,,,
COMPONENT#188,KANJI#1980,南,冂,,,
COMPONENT#242,KANJI#1980,南,十,,,
COMPONENT#93,KANJI#1980,南,丷,,,
COMPONENT#242,KANJI#1857,半,十,,,
COMPONENT#117,KANJI#1857,半,二,,,
COMPONENT#93,KANJI#1857,半,丷,,,
COMPONENT#907,KANJI#205,午,𠂉,,,
COMPONENT#242,KANJI#205,午,十,,,
COMPONENT#454,KANJI#205,午,干,,,
COMPONENT#242,KANJI#1030,千,十,,,
COMPONENT#65,KANJI#1671,十,一,,,
COMPONENT#86,KANJI#1671,十,丨,,,
COMPONENT#237,KANJI#1269,北,匕,,,
COMPONENT#86,KANJI#1269,北,丨,,,
COMPONENT#9,KANJI#1533,前,⺉,,,
COMPONENT#567,KANJI#1533,前,月,,,
COMPONENT#65,KANJI#1533,前,一,,,
COMPONENT#93,KANJI#1533,前,丷,,,
COMPONENT#177,KANJI#2142,分,八,,,
COMPONENT#211,KANJI#2142,分,刀,,,
COMPONENT#426,KANJI#2174,出,山,,,
COMPONENT#208,KANJI#2174,出,凵,,,
COMPONENT#188,KANJI#438,円,冂,,,
COMPONENT#4,KANJI#438,円,┴,,,
COMPONENT#177,KANJI#584,六,八,,,
COMPONENT#127,KANJI#584,六,亠,,,
COMPONENT#30,KANJI#1589,八,ノ,,,
COMPONENT#30,KANJI#100,入,ノ,,,
COMPONENT#907,KANJI#1242,先,𠂉,,,
COMPONENT#117,KANJI#1242,先,二,,,
COMPONENT#327,KANJI#1242,先,土,,,
COMPONENT#164,KANJI#1242,先,儿,,,
COMPONENT#144,KANJI#1436,何,亻,,,
COMPONENT#292,KANJI#1436,何,可,,,
COMPONENT#285,KANJI#1436,何,口,,,
COMPONENT#67,KANJI#1436,何,丁,,,
COMPONENT#144,KANJI#464,休,亻,,,
COMPONENT#572,KANJI#464,休,木,,,
COMPONENT#909,KANJI#275,今,𠆢,,,
COMPONENT#40,KANJI#275,今,ラ,,,
COMPONENT#32,KANJI#275,今,フ,,,
COMPONENT#30,KANJI#1635,人,ノ,,,
COMPONENT#28,KANJI#2186,五,ニ,,,
COMPONENT#1,KANJI#2186,五,┌,,,
COMPONENT#28,KANJI#1789,二,ニ,,,
COMPONENT#107,KANJI#1033,九,乙,,,
COMPONENT#30,KANJI#1033,九,ノ,,,
COMPONENT#285,KANJI#1954,中,口,,,
COMPONENT#86,KANJI#1954,中,丨,,,
COMPONENT#65,KANJI#1050,下,一,,,
COMPONENT#257,KANJI#1050,下,卜,,,
COMPONENT#65,KANJI#85,上,一,,,
COMPONENT#2,KANJI#85,上,┣,,,
COMPONENT#65,KANJI#37,三,一,,,
COMPONENT#117,KANJI#37,三,二,,,
COMPONENT#65,KANJI#135,万,一,,,
COMPONENT#908,KANJI#135,万,𠃌,,,
COMPONENT#30,KANJI#135,万,ノ,,,
COMPONENT#65,KANJI#1332,七,一,,,
COMPONENT#65,KANJI#1864,一,一,,,
COMPONENT#848,KANJI#1066,黒,里,,,
COMPONENT#632,KANJI#1066,黒,灬,,,
COMPONENT#632,KANJI#551,鳥,灬,,,
COMPONENT#20,KANJI#1539,魚,ク,,,
COMPONENT#660,KANJI#1539,魚,田,,,
COMPONENT#632,KANJI#1539,魚,灬,,,
COMPONENT#884,KANJI#1972,験,馬,,,
COMPONENT#48,KANJI#1972,験,㑒,,,
COMPONENT#632,KANJI#1972,験,灬,,,
COMPONENT#884,KANJI#917,駅,馬,,,
COMPONENT#416,KANJI#917,駅,尺,,,
COMPONENT#632,KANJI#917,駅,灬,,,
COMPONENT#880,KANJI#1913,館,食,,,
COMPONENT#881,KANJI#1403,飲,飠,,,
COMPONENT#592,KANJI#1403,飲,欠,,,
COMPONENT#881,KANJI#2094,飯,飠,,,
COMPONENT#279,KANJI#2094,飯,反,,,
COMPONENT#205,KANJI#1803,風,几,,,
COMPONENT#795,KANJI#1803,風,虫,,,
COMPONENT#553,KANJI#598,題,是,,,
COMPONENT#875,KANJI#598,題,頁,,,
COMPONENT#538,KANJI#598,題,日,,,
COMPONENT#898,KANJI#598,題,龰,,,
COMPONENT#822,KANJI#598,題,貝,,,
COMPONENT#716,KANJI#2210,音,立,,,
COMPONENT#538,KANJI#2210,音,日,,,
COMPONENT#900,KANJI#812,青,龶,,,
COMPONENT#567,KANJI#812,青,月,,,
COMPONENT#859,KANJI#951,集,隹,,,
COMPONENT#572,KANJI#951,集,木,,,
COMPONENT#856,KANJI#1392,院,阝,,,
COMPONENT#383,KANJI#1392,院,完,,,
COMPONENT#853,KANJI#1320,開,門,,,
COMPONENT#473,KANJI#1320,開,开,,,
COMPONENT#851,KANJI#1798,銀,金,,,
COMPONENT#775,KANJI#1798,銀,艮,,,
COMPONENT#848,KANJI#178,野,里,,,
COMPONENT#694,KANJI#178,野,矛,,,
COMPONENT#848,KANJI#129,重,里,,,
COMPONENT#245,KANJI#129,重,千,,,
COMPONENT#905,KANJI#1577,道,辶,,,
COMPONENT#882,KANJI#1577,道,首,,,
COMPONENT#905,KANJI#1893,運,辶,,,
COMPONENT#835,KANJI#1893,運,軍,,,
COMPONENT#834,KANJI#1893,運,車,,,
COMPONENT#905,KANJI#1889,週,辶,,,
COMPONENT#311,KANJI#1889,週,周,,,
COMPONENT#911,KANJI#1889,週,𠮷,,,
COMPONENT#8,KANJI#1889,週,⺆,,,
COMPONENT#905,KANJI#441,通,辶,,,
COMPONENT#659,KANJI#441,通,甬,,,
COMPONENT#657,KANJI#441,通,用,,,
COMPONENT#905,KANJI#1343,送,辶,,,
COMPONENT#181,KANJI#1343,送,关,,,
COMPONENT#353,KANJI#1343,送,天,,,
COMPONENT#905,KANJI#1015,近,辶,,,
COMPONENT#529,KANJI#1015,近,斤,,,
COMPONENT#834,KANJI#1545,転,車,,,
COMPONENT#120,KANJI#1545,転,云,,,
COMPONENT#285,KANJI#619,足,口,,,
COMPONENT#898,KANJI#619,足,龰,,,
COMPONENT#829,KANJI#23,起,走,,,
COMPONENT#439,KANJI#23,起,己,,,
COMPONENT#327,KANJI#23,起,土,,,
COMPONENT#898,KANJI#23,起,龰,,,
COMPONENT#327,KANJI#1417,走,土,,,
COMPONENT#898,KANJI#1417,走,龰,,,
COMPONENT#327,KANJI#219,赤,土,,,
COMPONENT#134,KANJI#219,赤,亦,,,
COMPONENT#529,KANJI#864,質,斤,,,
COMPONENT#822,KANJI#864,質,貝,,,
COMPONENT#150,KANJI#870,貸,代,,,
COMPONENT#822,KANJI#870,貸,貝,,,
COMPONENT#686,KANJI#870,貸,目,,,
COMPONENT#734,KANJI#1285,買,罒,,,
COMPONENT#822,KANJI#1285,買,貝,,,
COMPONENT#810,KANJI#316,試,言,,,
COMPONENT#475,KANJI#316,試,式,,,
COMPONENT#19,KANJI#316,試,エ,,,
COMPONENT#474,KANJI#316,試,弋,,,
COMPONENT#810,KANJI#1177,計,言,,,
COMPONENT#242,KANJI#1177,計,十,,,
COMPONENT#141,KANJI#1898,親,亲,,,
COMPONENT#807,KANJI#1898,親,見,,,
COMPONENT#716,KANJI#1898,親,立,,,
COMPONENT#572,KANJI#1898,親,木,,,
COMPONENT#778,KANJI#729,茶,艹,,,
COMPONENT#909,KANJI#729,茶,𠆢,,,
COMPONENT#33,KANJI#729,茶,ホ,,,
COMPONENT#778,KANJI#1017,英,艹,,,
COMPONENT#358,KANJI#1017,英,央,,,
COMPONENT#778,KANJI#1546,花,艹,,,
COMPONENT#238,KANJI#1546,花,化,,,
COMPONENT#18,KANJI#1546,花,イ,,,
COMPONENT#31,KANJI#1546,花,ヒ,,,
COMPONENT#20,KANJI#1590,色,ク,,,
COMPONENT#441,KANJI#1590,色,巴,,,
COMPONENT#686,KANJI#707,自,目,,,
COMPONENT#188,KANJI#385,肉,冂,,,
COMPONENT#143,KANJI#385,肉,人,,,
COMPONENT#744,KANJI#28,者,耂,,,
COMPONENT#327,KANJI#28,者,土,,,
COMPONENT#538,KANJI#28,者,日,,,
COMPONENT#744,KANJI#1968,考,耂,,,
COMPONENT#68,KANJI#1968,考,丂,,,
COMPONENT#743,KANJI#1183,習,羽,,,
COMPONENT#681,KANJI#1183,習,白,,,
COMPONENT#728,KANJI#6,終,糸,,,
COMPONENT#203,KANJI#6,終,冬,,,
COMPONENT#343,KANJI#6,終,夂,,,
COMPONENT#5,KANJI#6,終,⺀,,,
COMPONENT#728,KANJI#1483,紙,糸,,,
COMPONENT#611,KANJI#1483,紙,氏,,,
COMPONENT#459,KANJI#1483,紙,幺,,,
COMPONENT#407,KANJI#1483,紙,小,,,
COMPONENT#722,KANJI#194,答,竹,,,
COMPONENT#909,KANJI#194,答,𠆢,,,
COMPONENT#299,KANJI#194,答,合,,,
COMPONENT#127,KANJI#1795,立,亠,,,
COMPONENT#378,KANJI#1530,空,宀,,,
COMPONENT#164,KANJI#1530,空,儿,,,
COMPONENT#434,KANJI#1530,空,工,,,
COMPONENT#378,KANJI#723,究,宀,,,
COMPONENT#164,KANJI#723,究,儿,,,
COMPONENT#109,KANJI#723,究,九,,,
COMPONENT#708,KANJI#907,秋,禾,,,
COMPONENT#631,KANJI#907,秋,火,,,
COMPONENT#708,KANJI#24,私,禾,,,
COMPONENT#271,KANJI#24,私,厶,,,
COMPONENT#700,KANJI#567,社,礻,,,
COMPONENT#327,KANJI#567,社,土,,,
COMPONENT#698,KANJI#1694,研,石,,,
COMPONENT#473,KANJI#1694,研,开,,,
COMPONENT#696,KANJI#1254,知,矢,,,
COMPONENT#285,KANJI#1254,知,口,,,
COMPONENT#62,KANJI#1900,着,䒑,,,
COMPONENT#70,KANJI#1900,着,丆,,,
COMPONENT#686,KANJI#1900,着,目,,,
COMPONENT#242,KANJI#1933,真,十,,,
COMPONENT#185,KANJI#1933,真,具,,,
COMPONENT#686,KANJI#1933,真,目,,,
COMPONENT#538,KANJI#735,目,日,,,
COMPONENT#65,KANJI#735,目,一,,,
COMPONENT#681,KANJI#959,的,白,,,
COMPONENT#229,KANJI#959,的,勺,,,
COMPONENT#678,KANJI#1861,発,癶,,,
COMPONENT#117,KANJI#1861,発,二,,,
COMPONENT#164,KANJI#1861,発,儿,,,
COMPONENT#677,KANJI#1474,病,疒,,,
COMPONENT#81,KANJI#1474,病,丙,,,
COMPONENT#188,KANJI#1474,病,冂,,,
COMPONENT#143,KANJI#1474,病,人,,,
COMPONENT#668,KANJI#1218,界,界,,,
COMPONENT#146,KANJI#1218,界,介,,,
COMPONENT#65,KANJI#1457,画,一,,,
COMPONENT#661,KANJI#1457,画,由,,,
COMPONENT#208,KANJI#1457,画,凵,,,
COMPONENT#660,KANJI#463,町,田,,,
COMPONENT#67,KANJI#463,町,丁,,,
COMPONENT#285,KANJI#1619,田,口,,,
COMPONENT#242,KANJI#1619,田,十,,,
COMPONENT#8,KANJI#212,用,⺆,,,
COMPONENT#117,KANJI#212,用,二,,,
COMPONENT#86,KANJI#212,用,丨,,,
COMPONENT#650,KANJI#543,理,王,,,
COMPONENT#848,KANJI#543,理,里,,,
COMPONENT#352,KANJI#451,犬,大,,,
COMPONENT#92,KANJI#451,犬,丶,,,
COMPONENT#643,KANJI#391,特,牛,,,
COMPONENT#397,KANJI#391,特,寺,,,
COMPONENT#327,KANJI#391,特,土,,,
COMPONENT#396,KANJI#391,特,寸,,,
COMPONENT#643,KANJI#1480,物,牛,,,
COMPONENT#230,KANJI#1480,物,勿,,,
COMPONENT#907,KANJI#1763,牛,𠂉,,,
COMPONENT#242,KANJI#1763,牛,十,,,
COMPONENT#616,KANJI#1187,漢,氵,,,
COMPONENT#913,KANJI#1187,漢,𦰩,,,
COMPONENT#778,KANJI#1187,漢,艹,,,
COMPONENT#285,KANJI#1187,漢,口,,,
COMPONENT#355,KANJI#1187,漢,夫,,,
COMPONENT#616,KANJI#1729,海,氵,,,
COMPONENT#608,KANJI#1729,海,毎,,,
COMPONENT#907,KANJI#1729,海,𠂉,,,
COMPONENT#606,KANJI#1729,海,毋,,,
COMPONENT#616,KANJI#252,洋,氵,,,
COMPONENT#738,KANJI#252,洋,羊,,,
COMPONENT#616,KANJI#599,注,氵,,,
COMPONENT#96,KANJI#599,注,主,,,
COMPONENT#650,KANJI#599,注,王,,,
COMPONENT#65,KANJI#960,死,一,,,
COMPONENT#349,KANJI#960,死,夕,,,
COMPONENT#31,KANJI#960,死,ヒ,,,
COMPONENT#595,KANJI#317,歩,止,,,
COMPONENT#408,KANJI#317,歩,少,,,
COMPONENT#407,KANJI#317,歩,小,,,
COMPONENT#65,KANJI#1352,正,一,,,
COMPONENT#595,KANJI#1352,正,止,,,
COMPONENT#74,KANJI#578,止,上,,,
COMPONENT#86,KANJI#578,止,丨,,,
COMPONENT#292,KANJI#884,歌,可,,,
COMPONENT#592,KANJI#884,歌,欠,,,
COMPONENT#143,KANJI#884,歌,人,,,
COMPONENT#681,KANJI#1973,楽,白,,,
COMPONENT#572,KANJI#1973,楽,木,,,
COMPONENT#82,KANJI#1053,業,业,,,
COMPONENT#62,KANJI#1053,業,䒑,,,
COMPONENT#573,KANJI#1053,業,未,,,
COMPONENT#904,KANJI#117,朝,龺,,,
COMPONENT#567,KANJI#117,朝,月,,,
COMPONENT#242,KANJI#117,朝,十,,,
COMPONENT#538,KANJI#117,朝,日,,,
COMPONENT#567,KANJI#1199,服,月,,,
COMPONENT#910,KANJI#1199,服,𠬝,,,
COMPONENT#260,KANJI#1199,服,卩,,,
COMPONENT#275,KANJI#1199,服,又,,,
COMPONENT#27,KANJI#1860,有,ナ,,,
COMPONENT#567,KANJI#1860,有,月,,,
COMPONENT#538,KANJI#1965,曜,日,,,
COMPONENT#743,KANJI#1965,曜,羽,,,
COMPONENT#859,KANJI#1965,曜,隹,,,
COMPONENT#416,KANJI#740,昼,尺,,,
COMPONENT#541,KANJI#740,昼,旦,,,
COMPONENT#538,KANJI#740,昼,日,,,
COMPONENT#65,KANJI#740,昼,一,,,
COMPONENT#912,KANJI#1433,春,𡗗,,,
COMPONENT#538,KANJI#1433,春,日,,,
COMPONENT#72,KANJI#1433,春,三,,,
COMPONENT#143,KANJI#1433,春,人,,,
COMPONENT#538,KANJI#894,映,日,,,
COMPONENT#358,KANJI#894,映,央,,,
COMPONENT#538,KANJI#265,明,日,,,
COMPONENT#567,KANJI#265,明,月,,,
COMPONENT#538,KANJI#1595,早,日,,,
COMPONENT#242,KANJI#1595,早,十,,,
COMPONENT#533,KANJI#1302,族,方,,,
COMPONENT#907,KANJI#1302,族,𠂉,,,
COMPONENT#696,KANJI#1302,族,矢,,,
COMPONENT#533,KANJI#1510,旅,方,,,
COMPONENT#127,KANJI#1879,方,亠,,,
COMPONENT#71,KANJI#1879,方,万,,,
COMPONENT#141,KANJI#282,新,亲,,,
COMPONENT#529,KANJI#282,新,斤,,,
COMPONENT#716,KANJI#282,新,立,,,
COMPONENT#572,KANJI#282,新,木,,,
COMPONENT#724,KANJI#1402,料,米,,,
COMPONENT#528,KANJI#1402,料,斗,,,
COMPONENT#127,KANJI#1150,文,亠,,,
COMPONENT#36,KANJI#1150,文,メ,,,
COMPONENT#744,KANJI#143,教,耂,,,
COMPONENT#518,KANJI#143,教,攵,,,
COMPONENT#907,KANJI#143,教,𠂉,,,
COMPONENT#36,KANJI#143,教,メ,,,
COMPONENT#513,KANJI#1994,持,扌,,,
COMPONENT#397,KANJI#1994,持,寺,,,
COMPONENT#327,KANJI#1994,持,土,,,
COMPONENT#396,KANJI#1994,持,寸,,,
COMPONENT#716,KANJI#532,意,立,,,
COMPONENT#538,KANJI#532,意,日,,,
COMPONENT#491,KANJI#532,意,心,,,
COMPONENT#125,KANJI#1813,悪,亜,,,
COMPONENT#491,KANJI#1813,悪,心,,,
COMPONENT#891,KANJI#190,鳴,鳥,,,
COMPONENT#285,KANJI#190,鳴,口,,,
COMPONENT#632,KANJI#190,鳴,灬,,,
COMPONENT#852,KANJI#895,髪,長,,,
COMPONENT#484,KANJI#895,髪,彡,,,
COMPONENT#277,KANJI#895,髪,友,,,
COMPONENT#120,KANJI#895,髪,云,,,
COMPONENT#632,KANJI#2058,馬,灬,,,
COMPONENT#765,KANJI#1012,首,自,,,
COMPONENT#62,KANJI#1012,首,䒑,,,
COMPONENT#879,KANJI#285,飛,飞,,,
COMPONENT#248,KANJI#285,飛,升,,,
COMPONENT#724,KANJI#2044,類,米,,,
COMPONENT#875,KANJI#2044,類,頁,,,
COMPONENT#822,KANJI#2044,類,貝,,,
COMPONENT#725,KANJI#2044,類,类,,,
COMPONENT#352,KANJI#2044,類,大,,,
COMPONENT#269,KANJI#1548,願,原,,,
COMPONENT#875,KANJI#1548,願,頁,,,
COMPONENT#822,KANJI#1548,願,貝,,,
COMPONENT#681,KANJI#1548,願,白,,,
COMPONENT#266,KANJI#1548,願,厂,,,
COMPONENT#485,KANJI#207,顔,彦,,,
COMPONENT#875,KANJI#207,顔,頁,,,
COMPONENT#822,KANJI#207,顔,貝,,,
COMPONENT#484,KANJI#207,顔,彡,,,
COMPONENT#716,KANJI#207,顔,立,,,
COMPONENT#582,KANJI#2155,頼,束,,,
COMPONENT#875,KANJI#2155,頼,頁,,,
COMPONENT#822,KANJI#2155,頼,貝,,,
COMPONENT#813,KANJI#2178,頭,豆,,,
COMPONENT#875,KANJI#2178,頭,頁,,,
COMPONENT#822,KANJI#2178,頭,貝,,,
COMPONENT#67,KANJI#1733,頂,丁,,,
COMPONENT#875,KANJI#1733,頂,頁,,,
COMPONENT#822,KANJI#1733,頂,貝,,,
COMPONENT#871,KANJI#1565,靴,革,,,
COMPONENT#238,KANJI#1565,靴,化,,,
COMPONENT#18,KANJI#1565,靴,イ,,,
COMPONENT#31,KANJI#1565,靴,ヒ,,,
COMPONENT#734,KANJI#541,面,罒,,,
COMPONENT#747,KANJI#541,面,而,,,
COMPONENT#97,KANJI#41,非,丿丨,,,
COMPONENT#869,KANJI#1438,静,青,,,
COMPONENT#116,KANJI#1438,静,争,,,
COMPONENT#900,KANJI#1438,静,龶,,,
COMPONENT#567,KANJI#1438,静,月,,,
COMPONENT#865,KANJI#2064,雪,雨,,,
COMPONENT#38,KANJI#2064,雪,ヨ,,,
COMPONENT#355,KANJI#1441,難,夫,,,
COMPONENT#859,KANJI#1441,難,隹,,,
COMPONENT#580,KANJI#1736,雑,杂,,,
COMPONENT#859,KANJI#1736,雑,隹,,,
COMPONENT#109,KANJI#1736,雑,九,,,
COMPONENT#572,KANJI#1736,雑,木,,,
COMPONENT#856,KANJI#1360,際,阝,,,
COMPONENT#702,KANJI#1360,際,祭,,,
COMPONENT#22,KANJI#1360,際,タ,,,
COMPONENT#29,KANJI#1360,際,ヌ,,,
COMPONENT#856,KANJI#2077,陽,阝,,,
COMPONENT#541,KANJI#2077,陽,旦,,,
COMPONENT#230,KANJI#2077,陽,勿,,,
COMPONENT#228,KANJI#2077,陽,勹,,,
COMPONENT#856,KANJI#2112,険,阝,,,
COMPONENT#48,KANJI#2112,険,㑒,,,
COMPONENT#856,KANJI#1401,除,阝,,,
COMPONENT#157,KANJI#1401,除,余,,,
COMPONENT#856,KANJI#1472,限,阝,,,
COMPONENT#775,KANJI#1472,限,艮,,,
COMPONENT#856,KANJI#2041,降,阝,,,
COMPONENT#344,KANJI#2041,降,夅,,,
COMPONENT#343,KANJI#2041,降,夂,,,
COMPONENT#42,KANJI#2041,降,㐄,,,
COMPONENT#856,KANJI#768,阪,阝,,,
COMPONENT#279,KANJI#768,阪,反,,,
COMPONENT#275,KANJI#768,阪,又,,,
COMPONENT#853,KANJI#1350,関,門,,,
COMPONENT#181,KANJI#1350,関,关,,,
COMPONENT#353,KANJI#1350,関,天,,,
COMPONENT#853,KANJI#711,閉,門,,,
COMPONENT#514,KANJI#711,閉,才,,,
COMPONENT#616,KANJI#335,酒,氵,,,
COMPONENT#845,KANJI#335,酒,酉,,,
COMPONENT#845,KANJI#1156,配,酉,,,
COMPONENT#439,KANJI#1156,配,己,,,
COMPONENT#804,KANJI#1156,配,西,,,
COMPONENT#746,KANJI#169,都,者,,,
COMPONENT#856,KANJI#169,都,阝,,,
COMPONENT#744,KANJI#169,都,耂,,,
COMPONENT#538,KANJI#169,都,日,,,
COMPONENT#856,KANJI#109,部,阝,,,
COMPONENT#716,KANJI#109,部,立,,,
COMPONENT#312,KANJI#109,部,咅,,,
COMPONENT#285,KANJI#109,部,口,,,
COMPONENT#905,KANJI#2109,選,辶,,,
COMPONENT#444,KANJI#2109,選,巽,,,
COMPONENT#439,KANJI#2109,選,己,,,
COMPONENT#180,KANJI#2109,選,共,,,
COMPONENT#901,KANJI#2109,選,龷,,,
COMPONENT#905,KANJI#375,適,辶,,,
COMPONENT#317,KANJI#375,適,啇,,,
COMPONENT#287,KANJI#375,適,古,,,
COMPONENT#188,KANJI#375,適,冂,,,
COMPONENT#716,KANJI#375,適,立,,,
COMPONENT#905,KANJI#1673,遠,辶,,,
COMPONENT#327,KANJI#1673,遠,土,,,
COMPONENT#802,KANJI#1673,遠,袁,,,
COMPONENT#911,KANJI#1673,遠,𠮷,,,
COMPONENT#905,KANJI#44,違,辶,,,
COMPONENT#872,KANJI#44,違,韋,,,
COMPONENT#42,KANJI#44,違,㐄,,,
COMPONENT#905,KANJI#659,達,辶,,,
COMPONENT#327,KANJI#659,達,土,,,
COMPONENT#716,KANJI#659,達,立,,,
COMPONENT#738,KANJI#659,達,羊,,,
COMPONENT#905,KANJI#262,過,辶,,,
COMPONENT#195,KANJI#262,過,冎,,,
COMPONENT#193,KANJI#262,過,冋,,,
COMPONENT#285,KANJI#262,過,口,,,
COMPONENT#905,KANJI#1486,遊,辶,,,
COMPONENT#533,KANJI#1486,遊,方,,,
